DATE,NO,SECCODE,BUYSELL,TIME,ORDERNO,ACTION,PRICE,VOLUME,TRADENO,TRADEPRICE
20020812,24,RU0009024277,S,103000000,24,1,610,400,,
20020812,26,RU0009024277,S,103000000,26,1,529.99,50,,
20020812,28,RU0009024277,B,103000000,28,1,415,300,,
20020812,54,RU0009024277,S,103000000,54,1,560,200,,
20020812,57,RU0009024277,S,103000000,57,1,570,200,,
20020812,73,RU0009024277,S,103000000,73,1,630,100,,
20020812,86,RU0009024277,S,103000000,86,1,491.2,41,,
20020812,90,RU0009024277,S,103000000,90,1,572,10,,
20020812,105,RU0009024277,S,103000000,105,1,562.84,10,,
20020812,107,RU0009024277,S,103000000,107,1,568.45,10,,
20020812,109,RU0009024277,S,103000000,109,1,515,80,,
20020812,181,RU0009024277,S,103000000,181,1,548.5,1,,
20020812,182,RU0009024277,S,103000000,182,1,497,1000,,
20020812,227,RU0009024277,S,103000000,227,1,519,500,,
20020812,244,RU0009024277,B,103000000,244,1,431.11,10,,
20020812,246,RU0009024277,B,103000000,246,1,436.11,10,,
20020812,247,RU0009024277,B,103000000,247,1,438.11,10,,
20020812,270,RU0009024277,S,103000000,270,1,494.99,500,,
20020812,275,RU0009024277,B,103000000,275,1,450,4,,
20020812,314,RU0009024277,S,103000000,314,1,519.99,50,,
20020812,340,RU0009024277,S,103000000,340,1,498.99,50,,
20020812,352,RU0009024277,S,103000000,352,1,491.99,50,,
20020812,404,RU0009024277,B,103000000,404,1,459.43,9,,
20020812,438,RU0009024277,S,103000000,438,1,492,2000,,
20020812,439,RU0009024277,S,103000000,439,1,495,2000,,
20020812,440,RU0009024277,S,103000000,440,1,520,5000,,
20020812,459,RU0009024277,B,103000000,459,1,440,100,,
20020812,460,RU0009024277,B,103000000,460,1,430,100,,
20020812,474,RU0009024277,S,103000000,474,1,502,10,,
20020812,481,RU0009024277,B,103000000,481,1,480,20,,
20020812,487,RU0009024277,S,103000000,487,1,503,5,,
20020812,512,RU0009024277,B,103000000,512,1,471,3000,,
20020812,523,RU0009024277,S,103000000,523,1,520,1100,,
20020812,527,RU0009024277,S,103000000,527,1,497,1000,,
20020812,541,RU0009024277,S,103000000,541,1,579.99,50,,
20020812,548,RU0009024277,S,103000000,548,1,554.99,50,,
20020812,550,RU0009024277,S,103000000,550,1,559.99,50,,
20020812,553,RU0009024277,S,103000000,553,1,549.99,50,,
20020812,559,RU0009024277,B,103000000,559,1,408.5,10,,
20020812,570,RU0009024277,S,103000000,570,1,566,40,,
20020812,578,RU0009024277,S,103000000,578,1,544.99,50,,
20020812,585,RU0009024277,S,103000000,585,1,534.99,50,,
20020812,590,RU0009024277,S,103000000,590,1,600,300,,
20020812,591,RU0009024277,S,103000000,591,1,580,300,,
20020812,598,RU0009024277,S,103000000,598,1,486,500,,
20020812,622,RU0009024277,S,103000000,622,1,499.99,3000,,
20020812,648,RU0009024277,B,103000000,648,1,481.7,500,,
20020812,703,RU0009024277,S,103000000,703,1,515,2000,,
20020812,789,RU0009024277,S,103000000,789,1,509,2,,
20020812,790,RU0009024277,B,103000000,790,1,471,2,,
20020812,791,RU0009024277,B,103000000,791,1,451,10,,
20020812,812,RU0009024277,B,103000000,812,1,465,50,,
20020812,838,RU0009024277,B,103000000,838,1,480,5000,,
20020812,839,RU0009024277,S,103000000,839,1,495,200,,
20020812,846,RU0009024277,B,103000000,846,1,480,10,,
20020812,847,RU0009024277,S,103000000,847,1,503,1000,,
20020812,857,RU0009024277,S,103000000,857,1,500.95,1000,,
20020812,895,RU0009024277,B,103000000,895,1,457,500,,
20020812,902,RU0009024277,S,103000000,902,1,489.5,20,,
20020812,911,RU0009024277,S,103000000,911,1,515,450,,
20020812,915,RU0009024277,S,103000000,915,1,500.75,400,,
20020812,925,RU0009024277,B,103000000,925,1,470,460,,
20020812,993,RU0009024277,B,103000000,993,1,480.13,754,,
20020812,1009,RU0009024277,B,103000000,1009,1,474,5000,,
20020812,1019,RU0009024277,B,103000000,1019,1,482.02,5,,
20020812,1087,RU0009024277,B,103000000,1087,1,469.89,50,,
20020812,1097,RU0009024277,B,103000000,1097,1,469.89,100,,
20020812,1108,RU0009024277,B,103000000,1108,1,480,1200,,
20020812,1123,RU0009024277,B,103000000,1123,1,480.02,200,,
20020812,1131,RU0009024277,S,103000000,1131,1,499,100,,
20020812,1145,RU0009024277,B,103000000,1145,1,451,1560,,
20020812,1178,RU0009024277,S,103000000,1178,1,500,500,,
20020812,1234,RU0009024277,B,103000000,1234,1,460,2,,
20020812,1246,RU0009024277,S,103000000,1246,1,497,11,,
20020812,1266,RU0009024277,S,103000000,1266,1,500,1000,,
20020812,1280,RU0009024277,B,103000000,1280,1,480,150,,
20020812,1313,RU0009024277,S,103000000,1313,1,490,150,,
20020812,1315,RU0009024277,S,103000000,1315,1,487,500,,
20020812,1323,RU0009024277,B,103000000,1323,1,483,1500,,
20020812,1335,RU0009024277,B,103000000,1335,1,485,1000,,
20020812,1378,RU0009024277,B,103010000,1280,0,480,150,,
20020812,1432,RU0009024277,S,103018000,1407,1,550,387,,
20020812,1435,RU0009024277,S,103019000,1410,1,550,934,,
20020812,1437,RU0009024277,S,103019000,1412,1,550,394,,
20020812,1440,RU0009024277,S,103019000,1415,1,485,1000,,
20020812,1444,RU0009024277,B,103019000,1335,2,485,1000,29844790,485
20020812,1445,RU0009024277,S,103019000,1415,2,485,1000,29844790,485
20020812,1456,RU0009024277,B,103021000,1425,1,485,10,,
20020812,1465,RU0009024277,S,103022000,1432,1,650,184,,
20020812,1512,RU0009024277,S,103026000,1467,1,485,200,,
20020812,1525,RU0009024277,B,103026000,1425,2,485,10,29844801,485
20020812,1526,RU0009024277,S,103026000,1467,2,485,10,29844801,485
20020812,1548,RU0009024277,S,103028000,1483,1,590,300,,
20020812,1564,RU0009024277,S,103029000,1492,1,487,1000,,
20020812,1570,RU0009024277,B,103030000,1495,1,458,43,,
20020812,1576,RU0009024277,S,103031000,1499,1,597,5,,
20020812,1579,RU0009024277,B,103031000,1502,1,430,25,,
20020812,1623,RU0009024277,B,103034000,1529,1,474.03,500,,
20020812,1678,RU0009024277,B,103039000,1574,1,0,70,,
20020812,1686,RU0009024277,B,103039000,1574,2,0,70,29844818,485
20020812,1687,RU0009024277,S,103039000,1467,2,485,70,29844818,485
20020812,1702,RU0009024277,S,103041000,1590,1,506,10,,
20020812,1716,RU0009024277,S,103043000,1601,1,560,4,,
20020812,1722,RU0009024277,S,103044000,270,0,494.99,500,,
20020812,1738,RU0009024277,S,103046000,598,0,486,500,,
20020812,1750,RU0009024277,B,103047000,1622,1,483.01,50,,
20020812,1757,RU0009024277,B,103048000,1629,1,474.01,1000,,
20020812,1796,RU0009024277,S,103052000,1646,1,483,500,,
20020812,1800,RU0009024277,B,103052000,1622,2,483.01,50,29844829,483.01
20020812,1801,RU0009024277,S,103052000,1646,2,483,50,29844829,483.01
20020812,1802,RU0009024277,B,103052000,1323,2,483,450,29844830,483
20020812,1803,RU0009024277,S,103052000,1646,2,483,450,29844830,483
20020812,1816,RU0009024277,S,103053000,1653,1,483,400,,
20020812,1823,RU0009024277,B,103053000,1323,2,483,400,29844835,483
20020812,1824,RU0009024277,S,103053000,1653,2,483,400,29844835,483
20020812,1842,RU0009024277,B,103055000,1668,1,476,250,,
20020812,1856,RU0009024277,B,103059000,895,0,457,500,,
20020812,1889,RU0009024277,S,103104000,1704,1,499,50,,
20020812,1946,RU0009024277,B,103110000,1735,1,474.03,27,,
20020812,1960,RU0009024277,S,103111000,1738,1,494,50,,
20020812,1995,RU0009024277,B,103113000,1757,1,480.01,94,,
20020812,1999,RU0009024277,S,103115000,1313,0,490,150,,
20020812,2044,RU0009024277,S,103122000,1795,1,491.99,150,,
20020812,2049,RU0009024277,B,103123000,1529,0,474.03,500,,
20020812,2055,RU0009024277,S,103123000,1804,1,483,500,,
20020812,2057,RU0009024277,B,103123000,1323,2,483,500,29844864,483
20020812,2058,RU0009024277,S,103123000,1804,2,483,500,29844864,483
20020812,2063,RU0009024277,S,103124000,1809,1,489,2800,,
20020812,2064,RU0009024277,S,103124000,1810,1,484.98,50,,
20020812,2094,RU0009024277,S,103129000,1827,1,523,60,,
20020812,2107,RU0009024277,B,103129000,512,0,471,3000,,
20020812,2124,RU0009024277,B,103132000,1845,1,473.37,500,,
20020812,2156,RU0009024277,B,103135000,1866,1,480.01,500,,
20020812,2179,RU0009024277,S,103141000,1884,1,491.99,100,,
20020812,2220,RU0009024277,B,103151000,1757,0,480.01,94,,
20020812,2235,RU0009024277,B,103153000,1916,1,480.03,94,,
20020812,2248,RU0009024277,B,103156000,1925,1,482,5,,
20020812,2299,RU0009024277,S,103206000,703,0,515,2000,,
20020812,2326,RU0009024277,S,103211000,1976,1,486.95,2000,,
20020812,2352,RU0009024277,B,103216000,1916,0,480.03,94,,
20020812,2358,RU0009024277,B,103217000,648,0,481.7,500,,
20020812,2365,RU0009024277,B,103219000,2002,1,483,94,,
20020812,2393,RU0009024277,S,103225000,2023,1,483,15,,
20020812,2396,RU0009024277,B,103225000,1323,2,483,15,29844888,483
20020812,2397,RU0009024277,S,103225000,2023,2,483,15,29844888,483
20020812,2417,RU0009024277,S,103227000,2026,1,487,1000,,
20020812,2433,RU0009024277,B,103231000,2037,1,472,100,,
20020812,2444,RU0009024277,B,103233000,2043,1,480.2,500,,
20020812,2472,RU0009024277,B,103239000,925,0,470,460,,
20020812,2473,RU0009024277,S,103239000,2058,1,515,189,,
20020812,2500,RU0009024277,B,103244000,2078,1,472,15,,
20020812,2508,RU0009024277,S,103246000,2086,1,490,5000,,
20020812,2531,RU0009024277,B,103252000,2099,1,480.25,460,,
20020812,2539,RU0009024277,B,103253000,2102,1,480,250,,
20020812,2541,RU0009024277,B,103254000,2103,1,482,200,,
20020812,2566,RU0009024277,B,103259000,2002,0,483,94,,
20020812,2569,RU0009024277,S,103300000,622,0,499.99,3000,,
20020812,2573,RU0009024277,B,103301000,2123,1,483.01,94,,
20020812,2589,RU0009024277,B,103303000,2132,1,478,3000,,
20020812,2611,RU0009024277,B,103308000,2103,0,482,200,,
20020812,2644,RU0009024277,S,103312000,1976,0,486.95,2000,,
20020812,2664,RU0009024277,S,103316000,2180,1,488.95,2000,,
20020812,2691,RU0009024277,S,103324000,2199,1,484.9,100,,
20020812,2692,RU0009024277,S,103324000,2200,1,484.95,1000,,
20020812,2694,RU0009024277,S,103324000,2202,1,485,1000,,
20020812,2722,RU0009024277,B,103331000,2220,1,469.1,50,,
20020812,2795,RU0009024277,B,103346000,2123,0,483.01,94,,
20020812,2807,RU0009024277,B,103348000,2275,1,483.5,94,,
20020812,2835,RU0009024277,S,103353000,2285,1,484.9,10,,
20020812,2866,RU0009024277,S,103400000,2303,1,483,100,,
20020812,2869,RU0009024277,B,103400000,2275,2,483.5,94,29844933,483.5
20020812,2870,RU0009024277,S,103400000,2303,2,483,94,29844933,483.5
20020812,2871,RU0009024277,B,103400000,1323,2,483,6,29844934,483
20020812,2872,RU0009024277,S,103400000,2303,2,483,6,29844934,483
20020812,2949,RU0009024277,B,103418000,2351,1,476,100,,
20020812,2957,RU0009024277,S,103419000,2355,1,487,5000,,
20020812,2972,RU0009024277,S,103421000,2200,0,484.95,1000,,
20020812,3005,RU0009024277,S,103427000,2380,1,483,100,,
20020812,3006,RU0009024277,S,103427000,2381,1,484.75,1000,,
20020812,3007,RU0009024277,B,103427000,1323,2,483,100,29844951,483
20020812,3008,RU0009024277,S,103427000,2380,2,483,100,29844951,483
20020812,3042,RU0009024277,B,103435000,2408,1,472,61,,
20020812,3170,RU0009024277,S,103453000,2467,1,500,1000,,
20020812,3206,RU0009024277,B,103500000,2489,1,480.01,200,,
20020812,3268,RU0009024277,S,103512000,1467,0,485,120,,
20020812,3291,RU0009024277,S,103516000,2535,1,484.7,50,,
20020812,3294,RU0009024277,S,103517000,2467,0,500,1000,,
20020812,3295,RU0009024277,B,103517000,2538,1,476,500,,
20020812,3299,RU0009024277,S,103518000,2541,1,483,120,,
20020812,3301,RU0009024277,B,103518000,1323,2,483,29,29844989,483
20020812,3302,RU0009024277,S,103518000,2541,2,483,29,29844989,483
20020812,3305,RU0009024277,S,103520000,2544,1,486.99,94,,
20020812,3321,RU0009024277,S,103524000,2553,1,499,31,,
20020812,3327,RU0009024277,S,103525000,2558,1,484,3000,,
20020812,3345,RU0009024277,S,103529000,2567,1,489,500,,
20020812,3358,RU0009024277,B,103533000,2573,1,476,500,,
20020812,3383,RU0009024277,S,103538000,2535,0,484.7,50,,
20020812,3401,RU0009024277,B,103542000,2489,0,480.01,200,,
20020812,3408,RU0009024277,S,103544000,2602,1,483.7,2000,,
20020812,3506,RU0009024277,B,103554000,2634,1,483,200,,
20020812,3509,RU0009024277,B,103554000,2634,2,483,91,29845028,483
20020812,3510,RU0009024277,S,103554000,2541,2,483,91,29845028,483
20020812,3515,RU0009024277,B,103557000,2637,1,481,1000,,
20020812,3558,RU0009024277,S,103603000,2654,1,495,1000,,
20020812,3573,RU0009024277,S,103606000,2666,1,483,109,,
20020812,3575,RU0009024277,B,103606000,2634,2,483,109,29845038,483
20020812,3576,RU0009024277,S,103606000,2666,2,483,109,29845038,483
20020812,3664,RU0009024277,B,103624000,1668,0,476,250,,
20020812,3672,RU0009024277,B,103625000,2719,1,481.01,109,,
20020812,3673,RU0009024277,S,103625000,2720,1,483.6,1000,,
20020812,3675,RU0009024277,S,103626000,2722,1,483.5,2500,,
20020812,3683,RU0009024277,S,103628000,2727,1,486.99,2000,,
20020812,3712,RU0009024277,B,103632000,838,0,480,5000,,
20020812,3715,RU0009024277,B,103633000,2743,1,477,250,,
20020812,3725,RU0009024277,S,103634000,2751,1,483.5,15,,
20020812,3739,RU0009024277,B,103637000,2637,0,481,1000,,
20020812,3741,RU0009024277,B,103637000,2759,1,477,5000,,
20020812,3747,RU0009024277,B,103639000,2764,1,470.01,1,,
20020812,3766,RU0009024277,B,103644000,2774,1,480.01,90,,
20020812,3768,RU0009024277,B,103644000,2776,1,480,1000,,
20020812,3801,RU0009024277,S,103648000,2796,1,483.5,1,,
20020812,3813,RU0009024277,B,103651000,2802,1,482,5,,
20020812,3835,RU0009024277,B,103654000,2816,1,478,49,,
20020812,3861,RU0009024277,S,103700000,2830,1,497,1000,,
20020812,3867,RU0009024277,B,103701000,2834,1,480.01,50,,
20020812,3881,RU0009024277,B,103705000,2847,1,480.01,1,,
20020812,3911,RU0009024277,B,103710000,1845,0,473.37,500,,
20020812,3915,RU0009024277,S,103712000,2868,1,495,216,,
20020812,3945,RU0009024277,B,103720000,2883,1,460.01,1,,
20020812,3946,RU0009024277,B,103721000,2884,1,471.77,530,,
20020812,3952,RU0009024277,B,103722000,2887,1,480.01,20,,
20020812,3990,RU0009024277,B,103728000,2905,1,465.01,1,,
20020812,4015,RU0009024277,B,103736000,2921,1,473.01,1,,
20020812,4043,RU0009024277,S,103743000,2935,1,483.4,250,,
20020812,4045,RU0009024277,B,103744000,2937,1,480,4000,,
20020812,4047,RU0009024277,B,103745000,2939,1,463.01,1,,
20020812,4074,RU0009024277,S,103753000,2720,0,483.6,1000,,
20020812,4080,RU0009024277,B,103754000,2959,1,479,4000,,
20020812,4091,RU0009024277,S,103756000,2722,0,483.5,2500,,
20020812,4110,RU0009024277,B,103801000,2776,0,480,1000,,
20020812,4111,RU0009024277,B,103801000,1925,0,482,5,,
20020812,4123,RU0009024277,B,103803000,2978,1,455.01,1,,
20020812,4129,RU0009024277,B,103805000,2984,1,481,1000,,
20020812,4130,RU0009024277,B,103805000,2985,1,478.1,200,,
20020812,4142,RU0009024277,B,103808000,2994,1,481.1,52,,
20020812,4168,RU0009024277,S,103819000,3013,1,483.4,250,,
20020812,4190,RU0009024277,S,103826000,3024,1,482,10,,
20020812,4193,RU0009024277,B,103826000,1019,2,482.02,5,29845105,482.02
20020812,4194,RU0009024277,S,103826000,3024,2,482,5,29845105,482.02
20020812,4195,RU0009024277,B,103826000,2802,2,482,5,29845106,482
20020812,4196,RU0009024277,S,103826000,3024,2,482,5,29845106,482
20020812,4203,RU0009024277,B,103827000,3029,1,475,2000,,
20020812,4225,RU0009024277,B,103833000,3042,1,470,300,,
20020812,4234,RU0009024277,S,103836000,3050,1,483,90,,
20020812,4254,RU0009024277,S,103843000,3059,1,500,1,,
20020812,4343,RU0009024277,B,103900000,3100,1,481.01,5,,
20020812,4369,RU0009024277,B,103905000,3119,1,481.1,1000,,
20020812,4380,RU0009024277,B,103908000,3126,1,481.2,100,,
20020812,4389,RU0009024277,B,103909000,3133,1,460,100,,
20020812,4413,RU0009024277,B,103913000,3144,1,465,100,,
20020812,4539,RU0009024277,S,103938000,3209,1,482.99,2500,,
20020812,4632,RU0009024277,B,103956000,3263,1,481.2,200,,
20020812,4653,RU0009024277,B,104001000,3277,1,481.21,30,,
20020812,4691,RU0009024277,B,104007000,3288,1,0,100,,
20020812,4692,RU0009024277,B,104007000,3288,2,0,100,29845183,482.99
20020812,4693,RU0009024277,S,104007000,3209,2,482.99,100,29845183,482.99
20020812,4725,RU0009024277,B,104017000,3126,0,481.2,100,,
20020812,4727,RU0009024277,B,104017000,3316,1,482,15,,
20020812,4751,RU0009024277,B,104022000,3327,1,482,100,,
20020812,4777,RU0009024277,B,104026000,3144,0,465,100,,
20020812,4853,RU0009024277,B,104039000,3376,1,475,510,,
20020812,4863,RU0009024277,B,104041000,993,0,480.13,754,,
20020812,4903,RU0009024277,B,104050000,3263,0,481.2,200,,
20020812,4967,RU0009024277,S,104101000,3430,1,483.7,53,,
20020812,4990,RU0009024277,B,104109000,3443,1,481.2,20,,
20020812,4991,RU0009024277,B,104109000,3444,1,481.22,754,,
20020812,5024,RU0009024277,B,104120000,3327,0,482,100,,
20020812,5034,RU0009024277,B,104122000,3476,1,480.25,10,,
20020812,5042,RU0009024277,B,104123000,3277,0,481.21,30,,
20020812,5046,RU0009024277,B,104126000,3482,1,481.23,30,,
20020812,5102,RU0009024277,S,104139000,3512,1,500,50,,
20020812,5174,RU0009024277,B,104151000,3543,1,483,100,,
20020812,5175,RU0009024277,B,104151000,3543,2,483,100,29845254,482.99
20020812,5176,RU0009024277,S,104151000,3209,2,482.99,100,29845254,482.99
20020812,5178,RU0009024277,B,104152000,2994,0,481.1,52,,
20020812,5192,RU0009024277,B,104154000,3552,1,482,52,,
20020812,5276,RU0009024277,S,104213000,3209,0,482.99,2300,,
20020812,5299,RU0009024277,B,104219000,2719,0,481.01,109,,
20020812,5316,RU0009024277,B,104223000,2099,0,480.25,460,,
20020812,5321,RU0009024277,B,104224000,3622,1,483,100,,
20020812,5322,RU0009024277,B,104224000,3622,2,483,90,29845271,483
20020812,5323,RU0009024277,S,104224000,3050,2,483,90,29845271,483
20020812,5366,RU0009024277,S,104232000,2796,0,483.5,1,,
20020812,5371,RU0009024277,B,104234000,3646,1,482.99,15,,
20020812,5373,RU0009024277,S,104234000,3648,1,483,100,,
20020812,5375,RU0009024277,B,104234000,3622,2,483,10,29845279,483
20020812,5376,RU0009024277,S,104234000,3648,2,483,10,29845279,483
20020812,5417,RU0009024277,B,104240000,3670,1,483,50,,
20020812,5419,RU0009024277,B,104240000,3670,2,483,50,29845284,483
20020812,5420,RU0009024277,S,104240000,3648,2,483,50,29845284,483
20020812,5463,RU0009024277,S,104251000,3648,0,483,40,,
20020812,5469,RU0009024277,B,104253000,3695,1,481.3,562,,
20020812,5484,RU0009024277,B,104255000,3476,0,480.25,10,,
20020812,5487,RU0009024277,S,104255000,3708,1,482.99,40,,
20020812,5489,RU0009024277,B,104255000,3646,2,482.99,15,29845292,482.99
20020812,5490,RU0009024277,S,104255000,3708,2,482.99,15,29845292,482.99
20020812,5493,RU0009024277,B,104256000,3710,1,482.99,50,,
20020812,5497,RU0009024277,B,104256000,3710,2,482.99,25,29845293,482.99
20020812,5498,RU0009024277,S,104256000,3708,2,482.99,25,29845293,482.99
20020812,5500,RU0009024277,B,104258000,3119,0,481.1,1000,,
20020812,5505,RU0009024277,B,104302000,3716,1,481.5,1000,,
20020812,5514,RU0009024277,B,104304000,3482,0,481.23,30,,
20020812,5577,RU0009024277,B,104318000,3695,0,481.3,562,,
20020812,5599,RU0009024277,B,104323000,3760,1,482,562,,
20020812,5642,RU0009024277,S,104334000,2180,0,488.95,2000,,
20020812,5643,RU0009024277,S,104334000,3785,1,487.3,1,,
20020812,5649,RU0009024277,B,104336000,3710,0,482.99,25,,
20020812,5661,RU0009024277,S,104337000,3795,1,488.95,1000,,
20020812,5686,RU0009024277,B,104341000,3811,1,484.75,2,,
20020812,5690,RU0009024277,B,104341000,3811,2,484.75,2,29845317,483.4
20020812,5691,RU0009024277,S,104341000,2935,2,483.4,2,29845317,483.4
20020812,5701,RU0009024277,B,104345000,3818,1,483.4,25,,
20020812,5705,RU0009024277,B,104345000,3818,2,483.4,25,29845319,483.4
20020812,5706,RU0009024277,S,104345000,2935,2,483.4,25,29845319,483.4
20020812,5775,RU0009024277,B,104352000,3760,0,482,562,,
20020812,5830,RU0009024277,B,104405000,3877,1,482.01,30,,
20020812,5852,RU0009024277,B,104409000,3444,0,481.22,754,,
20020812,5861,RU0009024277,B,104410000,3896,1,481.02,562,,
20020812,5887,RU0009024277,S,104412000,3906,1,483.5,1,,
20020812,5898,RU0009024277,B,104415000,3913,1,481.02,754,,
20020812,5944,RU0009024277,B,104424000,3913,0,481.02,754,,
20020812,5967,RU0009024277,B,104428000,3942,1,481.05,754,,
20020812,6017,RU0009024277,S,104440000,2602,0,483.7,2000,,
20020812,6035,RU0009024277,B,104444000,3977,1,481,100,,
20020812,6080,RU0009024277,S,104456000,4003,1,483,1000,,
20020812,6110,RU0009024277,B,104503000,4017,1,483,1000,,
20020812,6111,RU0009024277,B,104503000,4017,2,483,1000,29845386,483
20020812,6112,RU0009024277,S,104503000,4003,2,483,1000,29845386,483
20020812,6132,RU0009024277,B,104509000,4028,1,482.01,100,,
20020812,6133,RU0009024277,B,104509000,4029,1,467.02,10,,
20020812,6196,RU0009024277,B,104523000,4062,1,482.01,40,,
20020812,6208,RU0009024277,S,104528000,4067,1,482.4,1,,
20020812,6263,RU0009024277,B,104539000,4094,1,482.01,15,,
20020812,6292,RU0009024277,B,104544000,4108,1,482.4,1000,,
20020812,6296,RU0009024277,B,104544000,4108,2,482.4,1,29845409,482.4
20020812,6297,RU0009024277,S,104544000,4067,2,482.4,1,29845409,482.4
20020812,6325,RU0009024277,S,104550000,4122,1,484.99,999,,
20020812,6328,RU0009024277,B,104551000,3877,0,482.01,30,,
20020812,6343,RU0009024277,S,104557000,4122,0,484.99,999,,
20020812,6353,RU0009024277,S,104559000,4141,1,483.4,200,,
20020812,6375,RU0009024277,S,104603000,4150,1,485.9,1000,,
20020812,6390,RU0009024277,B,104606000,4160,1,483,250,,
20020812,6392,RU0009024277,B,104607000,4162,1,477,5,,
20020812,6403,RU0009024277,B,104610000,4169,1,482.4,40,,
20020812,6414,RU0009024277,B,104614000,1108,0,480,1200,,
20020812,6430,RU0009024277,S,104617000,4185,1,483,1000,,
20020812,6433,RU0009024277,B,104617000,4160,2,483,250,29845421,483
20020812,6434,RU0009024277,S,104617000,4185,2,483,250,29845421,483
20020812,6446,RU0009024277,B,104620000,4197,1,481,1200,,
20020812,6449,RU0009024277,S,104621000,4200,1,486.8,400,,
20020812,6478,RU0009024277,S,104631000,4216,1,596,234,,
20020812,6495,RU0009024277,B,104633000,4222,1,483,20,,
20020812,6496,RU0009024277,B,104633000,4222,2,483,20,29845430,483
20020812,6497,RU0009024277,S,104633000,4185,2,483,20,29845430,483
20020812,6515,RU0009024277,B,104641000,2043,0,480.2,500,,
20020812,6516,RU0009024277,S,104642000,4216,0,596,234,,
20020812,6527,RU0009024277,B,104646000,3316,0,482,15,,
20020812,6536,RU0009024277,S,104651000,4244,1,506,234,,
20020812,6579,RU0009024277,B,104705000,4108,0,482.4,999,,
20020812,6599,RU0009024277,B,104710000,4280,1,483,999,,
20020812,6600,RU0009024277,B,104710000,4280,2,483,730,29845435,483
20020812,6601,RU0009024277,S,104710000,4185,2,483,730,29845435,483
20020812,6638,RU0009024277,S,104727000,4305,1,483,1000,,
20020812,6640,RU0009024277,B,104727000,4280,2,483,269,29845437,483
20020812,6641,RU0009024277,S,104727000,4305,2,483,269,29845437,483
20020812,6671,RU0009024277,B,104739000,3896,0,481.02,562,,
20020812,6673,RU0009024277,B,104740000,2774,0,480.01,90,,
20020812,6685,RU0009024277,B,104744000,4333,1,483,562,,
20020812,6687,RU0009024277,B,104744000,4333,2,483,562,29845442,483
20020812,6688,RU0009024277,S,104744000,4305,2,483,562,29845442,483
20020812,6719,RU0009024277,S,104755000,3430,0,483.7,53,,
20020812,6777,RU0009024277,B,104810000,2132,0,478,3000,,
20020812,6781,RU0009024277,B,104812000,4373,1,483,400,,
20020812,6782,RU0009024277,B,104812000,4373,2,483,169,29845457,483
20020812,6783,RU0009024277,S,104812000,4305,2,483,169,29845457,483
20020812,6786,RU0009024277,S,104813000,4375,1,484.7,250,,
20020812,6790,RU0009024277,B,104815000,4379,1,478,1000,,
20020812,6822,RU0009024277,S,104824000,4395,1,509,100,,
20020812,6831,RU0009024277,S,104827000,4398,1,483,1000,,
20020812,6833,RU0009024277,S,104827000,4400,1,484.7,250,,
20020812,6834,RU0009024277,B,104827000,4373,2,483,231,29845462,483
20020812,6835,RU0009024277,S,104827000,4398,2,483,231,29845462,483
20020812,6857,RU0009024277,B,104836000,4413,1,470,2000,,
20020812,6890,RU0009024277,B,104840000,4424,1,483,15,,
20020812,6897,RU0009024277,B,104840000,4424,2,483,15,29845477,483
20020812,6898,RU0009024277,S,104840000,4398,2,483,15,29845477,483
20020812,6916,RU0009024277,B,104846000,4433,1,456.5,500,,
20020812,6938,RU0009024277,S,104856000,4446,1,515,5000,,
20020812,7124,RU0009024277,B,104958000,4552,1,471,2000,,
20020812,7155,RU0009024277,S,105010000,4566,1,484.7,200,,
20020812,7197,RU0009024277,S,105030000,4587,1,485.7,200,,
20020812,7225,RU0009024277,B,105052000,4602,1,465.4,25,,
20020812,7292,RU0009024277,S,105122000,4640,1,498,15,,
20020812,7434,RU0009024277,S,105236000,4725,1,482.99,20,,
20020812,7485,RU0009024277,S,105310000,4751,1,485,100,,
20020812,7491,RU0009024277,S,105314000,4753,1,484,11,,
20020812,7548,RU0009024277,B,105331000,4777,1,482.5,900,,
20020812,7576,RU0009024277,S,105347000,4788,1,484.45,20,,
20020812,7656,RU0009024277,S,105421000,4830,1,482.5,900,,
20020812,7657,RU0009024277,B,105421000,4777,2,482.5,900,29845569,482.5
20020812,7658,RU0009024277,S,105421000,4830,2,482.5,900,29845569,482.5
20020812,7740,RU0009024277,S,105447000,4865,1,483.5,900,,
20020812,7783,RU0009024277,B,105501000,4889,1,482.5,430,,
20020812,7797,RU0009024277,S,105506000,4894,1,482.01,1,,
20020812,7799,RU0009024277,B,105506000,4889,2,482.5,1,29845592,482.5
20020812,7800,RU0009024277,S,105506000,4894,2,482.01,1,29845592,482.5
20020812,7880,RU0009024277,B,105524000,3443,0,481.2,20,,
20020812,7967,RU0009024277,B,105546000,4969,1,482.99,20,,
20020812,7972,RU0009024277,B,105546000,4969,2,482.99,20,29845628,482.99
20020812,7973,RU0009024277,S,105546000,4725,2,482.99,20,29845628,482.99
20020812,8044,RU0009024277,S,105603000,5002,1,483,1,,
20020812,8059,RU0009024277,S,105609000,5007,1,482.99,20,,
20020812,8073,RU0009024277,S,105611000,2285,0,484.9,10,,
20020812,8108,RU0009024277,S,105624000,5037,1,482.98,10,,
20020812,8157,RU0009024277,S,105637000,5002,0,483,1,,
20020812,8409,RU0009024277,S,105726000,5161,1,482.5,42,,
20020812,8411,RU0009024277,B,105726000,4889,2,482.5,42,29845714,482.5
